ID,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
2625,1,skilled,1,yes,yes,Risk
2626,2,skilled,1,yes,yes,Risk
2627,3,skilled,2,yes,yes,Risk
2628,1,skilled,2,none,yes,No Risk
2629,1,skilled,1,none,yes,No Risk
2630,2,skilled,2,yes,yes,Risk
2631,1,unskilled,1,none,yes,No Risk
2632,1,skilled,1,none,yes,No Risk
2633,2,skilled,1,none,yes,No Risk
2634,2,skilled,1,yes,yes,No Risk
2635,2,skilled,1,none,yes,No Risk
2636,1,skilled,1,yes,yes,No Risk
2637,2,skilled,1,none,yes,Risk
2638,2,management_self-employed,1,yes,yes,No Risk
2639,1,skilled,1,none,yes,No Risk
2640,2,skilled,1,none,yes,No Risk
2641,1,unemployed,1,none,yes,No Risk
2642,1,skilled,1,yes,yes,No Risk
2643,1,skilled,1,none,yes,No Risk
2644,2,unskilled,1,yes,yes,No Risk
2645,2,skilled,1,none,yes,No Risk
2646,1,skilled,1,none,yes,No Risk
2647,1,unskilled,1,none,yes,No Risk
2648,1,skilled,1,none,yes,No Risk
2649,2,skilled,1,none,yes,No Risk
2650,2,skilled,1,none,yes,No Risk
2651,1,unskilled,1,none,yes,No Risk
2652,2,skilled,1,yes,yes,Risk
2653,1,skilled,1,none,yes,No Risk
2654,1,unemployed,1,none,yes,No Risk
2655,1,skilled,1,none,yes,No Risk
2656,2,skilled,1,yes,yes,Risk
2657,1,skilled,1,none,yes,No Risk
2658,1,skilled,2,yes,yes,No Risk
2659,1,management_self-employed,1,none,yes,No Risk
2660,2,unskilled,1,none,yes,No Risk
2661,2,unemployed,1,none,yes,No Risk
2662,2,skilled,1,none,yes,Risk
2663,2,unskilled,1,none,yes,No Risk
2664,1,skilled,1,none,yes,No Risk
2665,1,skilled,1,yes,yes,Risk
2666,2,unemployed,1,yes,yes,No Risk
2667,1,skilled,1,none,yes,No Risk
2668,2,skilled,2,yes,yes,Risk
2669,1,skilled,2,none,yes,No Risk
2670,2,skilled,1,yes,yes,Risk
2671,1,unemployed,1,yes,yes,Risk
2672,2,skilled,1,yes,yes,No Risk
2673,1,unskilled,1,none,yes,No Risk
2674,3,unskilled,2,yes,yes,No Risk
2675,2,skilled,2,none,yes,No Risk
2676,2,skilled,1,yes,yes,No Risk
2677,2,skilled,1,yes,yes,Risk
2678,2,skilled,1,none,no,No Risk
2679,2,skilled,1,yes,yes,Risk
2680,1,unemployed,1,none,no,No Risk
2681,1,skilled,2,yes,yes,Risk
2682,2,unskilled,1,none,yes,Risk
2683,1,unskilled,1,none,yes,No Risk
2684,1,unskilled,1,yes,yes,Risk
2685,1,skilled,1,none,yes,No Risk
2686,2,management_self-employed,1,none,yes,No Risk
2687,1,skilled,1,none,yes,No Risk
2688,2,management_self-employed,1,yes,yes,Risk
2689,1,unskilled,1,none,yes,No Risk
2690,1,skilled,1,none,yes,No Risk
2691,2,unskilled,1,none,yes,No Risk
2692,1,unskilled,1,none,yes,No Risk
2693,1,skilled,1,none,yes,Risk
2694,2,skilled,1,yes,yes,Risk
2695,1,skilled,1,yes,yes,No Risk
2696,1,unskilled,1,none,yes,No Risk
2697,1,skilled,1,none,yes,No Risk
2698,2,management_self-employed,2,yes,yes,Risk
2699,2,skilled,2,none,yes,No Risk
2700,2,skilled,1,yes,yes,No Risk
2701,2,management_self-employed,2,yes,yes,Risk
2702,1,skilled,1,yes,yes,No Risk
2703,1,skilled,1,none,yes,No Risk
2704,2,skilled,2,yes,yes,Risk
2705,1,skilled,1,none,yes,No Risk
2706,1,skilled,1,none,yes,No Risk
2707,1,skilled,1,yes,yes,No Risk
2708,1,skilled,1,none,yes,Risk
2709,1,skilled,1,none,yes,No Risk
2710,1,skilled,1,none,yes,Risk
2711,1,unskilled,1,yes,yes,No Risk
2712,1,skilled,1,none,yes,No Risk
2713,1,management_self-employed,1,none,yes,No Risk
2714,2,skilled,1,yes,yes,Risk
2715,1,skilled,1,none,yes,No Risk
2716,2,skilled,1,yes,yes,Risk
2717,1,skilled,1,yes,yes,No Risk
2718,2,skilled,1,yes,yes,Risk
2719,1,skilled,1,none,yes,No Risk
2720,1,skilled,1,none,yes,No Risk
2721,1,unskilled,1,yes,yes,Risk
2722,1,skilled,1,none,yes,No Risk
2723,1,skilled,1,none,yes,No Risk
2724,1,skilled,1,none,yes,No Risk
2725,1,skilled,1,none,yes,No Risk
2726,3,management_self-employed,2,yes,yes,Risk
2727,1,skilled,1,none,yes,No Risk
2728,1,skilled,1,none,yes,No Risk
2729,2,skilled,1,yes,yes,Risk
2730,3,management_self-employed,2,yes,yes,Risk
2731,1,skilled,1,none,yes,No Risk
2732,2,management_self-employed,2,yes,yes,Risk
2733,2,skilled,1,none,yes,No Risk
2734,2,skilled,1,yes,yes,Risk
2735,1,unskilled,1,none,yes,No Risk
2736,1,skilled,1,none,yes,No Risk
2737,1,skilled,1,yes,yes,Risk
2738,1,skilled,1,none,yes,No Risk
2739,2,skilled,1,yes,yes,No Risk
2740,2,skilled,1,none,yes,No Risk
2741,1,skilled,1,none,yes,No Risk
2742,1,skilled,1,none,yes,No Risk
2743,1,unemployed,1,yes,yes,No Risk
2744,2,skilled,2,none,yes,Risk
2745,2,skilled,2,none,yes,Risk
2746,1,skilled,1,none,yes,No Risk
2747,1,skilled,1,none,no,No Risk
2748,1,unskilled,1,none,yes,No Risk
2749,1,management_self-employed,1,none,yes,No Risk
2750,1,skilled,1,none,yes,No Risk
2751,2,skilled,1,yes,yes,No Risk
2752,2,unskilled,2,yes,yes,No Risk
2753,1,management_self-employed,1,none,yes,No Risk
2754,2,skilled,2,yes,yes,Risk
2755,1,skilled,1,yes,yes,No Risk
2756,1,skilled,1,yes,yes,No Risk
2757,1,skilled,1,none,yes,Risk
2758,2,management_self-employed,2,yes,no,No Risk
2759,1,management_self-employed,1,none,yes,No Risk
2760,2,skilled,1,yes,yes,No Risk
2761,1,skilled,1,none,yes,No Risk
2762,1,skilled,1,none,yes,Risk
2763,1,skilled,1,none,yes,No Risk
2764,2,skilled,1,none,yes,No Risk
2765,2,skilled,1,none,yes,No Risk
2766,1,skilled,1,none,yes,Risk
2767,2,skilled,1,yes,yes,No Risk
2768,2,skilled,1,yes,yes,No Risk
2769,1,skilled,1,none,yes,Risk
2770,1,skilled,1,none,yes,Risk
2771,1,skilled,1,none,yes,No Risk
2772,2,skilled,1,none,no,No Risk
2773,1,skilled,1,yes,yes,No Risk
2774,2,skilled,2,none,yes,Risk
2775,1,unskilled,1,none,yes,No Risk
2776,1,skilled,1,none,yes,No Risk
2777,1,skilled,1,none,yes,No Risk
2778,2,unskilled,1,none,yes,No Risk
2779,1,skilled,1,none,yes,No Risk
2780,3,unskilled,2,yes,yes,Risk
2781,1,skilled,1,none,yes,No Risk
2782,2,skilled,1,none,yes,No Risk
2783,1,unskilled,1,none,yes,No Risk
2784,3,management_self-employed,2,yes,yes,Risk
2785,1,unskilled,1,none,yes,No Risk
2786,2,skilled,1,none,yes,No Risk
2787,1,management_self-employed,1,none,yes,Risk
2788,2,skilled,1,yes,yes,Risk
2789,1,skilled,1,none,yes,No Risk
2790,1,skilled,1,none,yes,No Risk
2791,2,management_self-employed,1,none,yes,Risk
2792,2,management_self-employed,1,none,yes,No Risk
2793,2,unemployed,1,yes,yes,Risk
2794,1,management_self-employed,1,none,yes,Risk
2795,1,skilled,1,none,yes,No Risk
2796,1,skilled,1,none,yes,No Risk
2797,2,skilled,2,none,yes,Risk
2798,2,skilled,2,yes,yes,No Risk
2799,1,skilled,1,none,yes,No Risk
2800,2,skilled,2,none,yes,No Risk
2801,2,skilled,2,yes,yes,Risk
2802,1,skilled,1,none,yes,No Risk
2803,2,skilled,2,none,yes,No Risk
2804,1,skilled,1,none,yes,No Risk
2805,1,unemployed,1,yes,yes,Risk
2806,2,unemployed,1,yes,yes,Risk
2807,1,skilled,1,none,yes,No Risk
2808,2,management_self-employed,2,yes,yes,No Risk
2809,2,skilled,1,none,yes,Risk
2810,2,skilled,1,none,yes,Risk
2811,1,unskilled,1,none,yes,No Risk
2812,2,skilled,2,yes,yes,Risk
2813,2,skilled,1,yes,yes,Risk
2814,2,unskilled,1,none,yes,No Risk
2815,1,skilled,2,yes,yes,No Risk
2816,1,skilled,1,none,yes,No Risk
2817,1,management_self-employed,2,none,yes,No Risk
2818,1,skilled,1,none,yes,No Risk
2819,1,unskilled,1,none,yes,No Risk
2820,2,skilled,2,yes,yes,Risk
2821,1,management_self-employed,1,none,yes,No Risk
2822,2,skilled,1,none,yes,Risk
2823,3,unemployed,2,yes,yes,Risk
2824,1,skilled,1,none,yes,No Risk
2825,1,management_self-employed,1,yes,yes,No Risk
2826,1,skilled,1,none,yes,No Risk
2827,1,unskilled,1,yes,yes,No Risk
2828,2,management_self-employed,1,yes,yes,Risk
2829,1,skilled,1,none,yes,Risk
2830,2,skilled,1,yes,yes,No Risk
2831,1,skilled,1,none,yes,No Risk
2832,2,skilled,1,none,no,No Risk
2833,1,skilled,1,none,yes,No Risk
2834,2,skilled,1,none,yes,No Risk
2835,2,skilled,1,none,yes,Risk
2836,2,unskilled,2,yes,yes,Risk
2837,2,skilled,1,none,yes,Risk
2838,2,unskilled,1,yes,yes,Risk
2839,1,skilled,1,yes,yes,No Risk
2840,2,skilled,1,yes,yes,Risk
2841,1,skilled,1,none,yes,No Risk
2842,2,skilled,1,none,yes,No Risk
2843,1,skilled,1,none,yes,No Risk
2844,1,skilled,1,none,yes,No Risk
2845,1,skilled,2,yes,yes,Risk
2846,1,skilled,1,none,yes,No Risk
2847,1,unemployed,1,none,yes,Risk
2848,2,skilled,1,none,yes,No Risk
2849,2,management_self-employed,1,none,yes,Risk
2850,1,skilled,1,none,yes,No Risk
2851,1,management_self-employed,1,none,yes,No Risk
2852,1,skilled,1,none,yes,Risk
2853,2,skilled,1,yes,yes,Risk
2854,1,unemployed,1,yes,yes,No Risk
2855,2,skilled,1,yes,yes,Risk
2856,2,skilled,1,yes,yes,Risk
2857,1,skilled,1,yes,yes,No Risk
2858,2,skilled,1,yes,yes,No Risk
2859,2,skilled,1,none,yes,Risk
2860,1,unskilled,1,none,yes,Risk
2861,1,skilled,1,none,yes,No Risk
2862,3,skilled,2,yes,yes,Risk
2863,2,skilled,1,none,yes,No Risk
2864,1,skilled,1,none,yes,No Risk
2865,2,skilled,1,none,yes,No Risk
2866,2,skilled,2,yes,yes,Risk
2867,2,skilled,2,yes,yes,No Risk
2868,3,skilled,1,none,yes,Risk
2869,1,skilled,1,none,yes,No Risk
2870,1,skilled,1,none,yes,No Risk
2871,1,unskilled,1,none,yes,Risk
2872,1,unskilled,1,yes,yes,No Risk
2873,1,skilled,2,yes,yes,Risk
2874,2,unskilled,1,yes,yes,No Risk
2875,2,skilled,2,yes,yes,Risk
2876,2,skilled,1,none,yes,No Risk
2877,1,skilled,2,yes,yes,No Risk
2878,1,skilled,1,none,yes,No Risk
2879,1,skilled,1,yes,yes,No Risk
2880,1,unemployed,1,yes,yes,No Risk
2881,1,unskilled,1,none,yes,No Risk
2882,1,skilled,1,none,yes,No Risk
2883,2,skilled,1,none,yes,No Risk
2884,2,skilled,1,yes,yes,Risk
2885,1,skilled,1,none,yes,No Risk
2886,2,unskilled,2,none,yes,No Risk
2887,1,unskilled,1,yes,yes,No Risk
2888,2,skilled,1,none,no,No Risk
2889,1,skilled,1,none,yes,No Risk
2890,2,skilled,1,yes,yes,Risk
2891,1,skilled,1,none,yes,No Risk
2892,1,skilled,1,none,yes,No Risk
2893,2,skilled,1,none,yes,No Risk
2894,2,skilled,2,none,yes,No Risk
2895,2,management_self-employed,1,yes,yes,Risk
2896,2,skilled,1,none,no,Risk
2897,1,unskilled,1,none,yes,No Risk
2898,1,unemployed,1,yes,yes,No Risk
2899,1,skilled,2,none,yes,No Risk
2900,2,skilled,1,yes,yes,No Risk
2901,1,unskilled,1,none,yes,No Risk
2902,1,management_self-employed,1,none,yes,No Risk
2903,2,skilled,2,yes,yes,Risk
2904,2,management_self-employed,1,yes,yes,Risk
2905,1,skilled,1,none,yes,No Risk
2906,1,skilled,2,none,yes,No Risk
2907,1,skilled,1,yes,yes,No Risk
2908,2,unskilled,2,yes,yes,Risk
2909,1,unskilled,1,none,yes,Risk
2910,2,skilled,2,yes,yes,No Risk
2911,1,unskilled,1,none,yes,Risk
2912,3,skilled,1,yes,yes,Risk
2913,1,management_self-employed,1,yes,yes,No Risk
2914,2,management_self-employed,2,yes,yes,Risk
2915,2,unskilled,1,yes,yes,No Risk
2916,2,skilled,1,none,yes,No Risk
2917,2,unemployed,1,none,yes,Risk
2918,1,skilled,1,none,yes,No Risk
2919,2,skilled,1,none,yes,No Risk
2920,1,skilled,1,none,yes,No Risk
2921,1,management_self-employed,2,none,yes,No Risk
2922,1,skilled,1,yes,yes,Risk
2923,2,skilled,1,none,no,No Risk
2924,2,skilled,1,yes,yes,Risk
2925,1,unskilled,1,yes,yes,No Risk
2926,1,skilled,2,yes,no,No Risk
2927,1,skilled,1,none,yes,No Risk
2928,1,skilled,1,none,yes,Risk
2929,1,skilled,1,yes,yes,No Risk
2930,1,skilled,1,none,yes,Risk
2931,1,skilled,1,none,yes,No Risk
2932,1,skilled,1,none,yes,Risk
2933,1,skilled,1,none,yes,Risk
2934,1,skilled,1,none,yes,No Risk
2935,2,skilled,2,yes,yes,Risk
2936,1,unemployed,1,yes,yes,Risk
2937,1,skilled,1,none,yes,No Risk
2938,2,skilled,2,yes,yes,Risk
2939,1,skilled,1,none,yes,No Risk
2940,2,skilled,1,none,yes,No Risk
2941,1,skilled,1,none,yes,No Risk
2942,3,unskilled,2,yes,yes,No Risk
2943,1,management_self-employed,1,none,yes,No Risk
2944,2,skilled,2,yes,yes,Risk
2945,1,skilled,1,yes,yes,No Risk
2946,2,skilled,2,none,yes,No Risk
2947,2,skilled,1,none,yes,Risk
2948,1,skilled,1,none,yes,No Risk
2949,2,skilled,1,yes,yes,No Risk
2950,1,skilled,1,yes,yes,No Risk
2951,2,unskilled,2,yes,yes,Risk
2952,1,management_self-employed,1,none,yes,No Risk
2953,1,unskilled,1,none,yes,No Risk
2954,2,management_self-employed,2,yes,yes,No Risk
2955,2,unemployed,2,yes,yes,No Risk
2956,2,skilled,2,yes,yes,Risk
2957,1,unskilled,1,none,yes,No Risk
2958,1,skilled,1,none,yes,Risk
2959,2,skilled,1,yes,yes,Risk
2960,2,management_self-employed,1,none,yes,No Risk
2961,1,skilled,1,none,yes,Risk
2962,2,skilled,1,yes,yes,Risk
2963,1,skilled,1,none,yes,No Risk
2964,1,skilled,1,none,yes,No Risk
2965,1,skilled,1,none,yes,No Risk
2966,1,skilled,1,none,yes,No Risk
2967,1,management_self-employed,1,none,yes,No Risk
2968,2,unskilled,1,yes,yes,Risk
2969,2,management_self-employed,1,none,yes,No Risk
2970,2,skilled,2,yes,yes,Risk
2971,1,skilled,1,none,yes,No Risk
2972,2,skilled,2,yes,yes,Risk
2973,1,skilled,1,none,yes,No Risk
2974,1,skilled,1,none,yes,No Risk
2975,2,skilled,1,none,yes,No Risk
2976,2,skilled,2,yes,yes,Risk
2977,1,skilled,1,none,yes,No Risk
2978,2,skilled,1,yes,yes,Risk
2979,1,skilled,1,none,yes,No Risk
2980,2,unskilled,1,yes,yes,No Risk
2981,1,skilled,1,yes,yes,No Risk
2982,1,skilled,1,none,yes,No Risk
2983,1,skilled,1,none,yes,No Risk
2984,1,management_self-employed,1,none,yes,No Risk
2985,2,management_self-employed,1,yes,yes,No Risk
2986,1,skilled,1,none,yes,No Risk
2987,1,management_self-employed,1,none,yes,No Risk
2988,1,skilled,1,none,yes,No Risk
2989,1,unskilled,1,none,yes,Risk
2990,2,skilled,1,none,yes,Risk
2991,2,unskilled,1,none,no,No Risk
2992,1,management_self-employed,1,none,yes,No Risk
2993,1,skilled,1,none,yes,No Risk
2994,2,skilled,2,none,yes,No Risk
2995,1,unskilled,1,none,yes,No Risk
2996,1,skilled,1,none,yes,No Risk
2997,1,skilled,1,none,yes,No Risk
2998,1,unemployed,1,none,yes,No Risk
2999,1,skilled,1,none,yes,No Risk
3000,1,skilled,1,yes,yes,Risk
3001,1,skilled,2,yes,yes,No Risk
3002,2,management_self-employed,2,yes,yes,Risk
3003,1,unemployed,1,yes,yes,Risk
3004,3,skilled,1,yes,no,Risk
3005,1,skilled,1,yes,yes,No Risk
3006,2,skilled,1,yes,yes,No Risk
3007,1,skilled,1,none,yes,No Risk
3008,1,skilled,1,yes,yes,No Risk
3009,1,management_self-employed,1,none,yes,No Risk
3010,2,skilled,1,none,yes,No Risk
3011,1,skilled,1,yes,yes,Risk
3012,2,skilled,1,none,yes,Risk
3013,1,management_self-employed,1,none,yes,No Risk
3014,2,skilled,2,yes,yes,No Risk
3015,1,unemployed,1,none,yes,No Risk
3016,1,skilled,1,none,yes,No Risk
3017,2,skilled,1,none,yes,Risk
3018,2,skilled,1,yes,yes,No Risk
3019,1,unskilled,1,yes,yes,No Risk
3020,2,skilled,1,none,yes,No Risk
3021,1,skilled,1,none,yes,No Risk
3022,2,skilled,1,yes,yes,Risk
3023,2,skilled,1,none,yes,Risk
3024,1,skilled,1,none,yes,Risk
3025,2,management_self-employed,1,yes,yes,No Risk
3026,1,skilled,1,none,yes,No Risk
3027,1,skilled,1,none,yes,No Risk
3028,2,skilled,1,yes,yes,No Risk
3029,1,skilled,1,yes,yes,No Risk
3030,1,skilled,2,none,yes,No Risk
3031,1,skilled,1,yes,yes,Risk
3032,2,skilled,1,none,yes,No Risk
3033,1,skilled,1,yes,yes,No Risk
3034,1,skilled,1,yes,yes,No Risk
3035,1,skilled,1,none,yes,No Risk
3036,1,unskilled,1,none,yes,Risk
3037,1,skilled,1,none,yes,No Risk
3038,1,skilled,1,none,yes,No Risk
3039,2,skilled,1,none,yes,No Risk
3040,2,skilled,2,yes,yes,Risk
3041,1,skilled,1,none,yes,No Risk
3042,2,skilled,2,yes,yes,Risk
3043,1,skilled,1,yes,yes,Risk
3044,2,skilled,1,none,yes,No Risk
3045,2,unemployed,1,none,yes,No Risk
3046,2,skilled,1,none,yes,No Risk
3047,1,skilled,1,none,yes,No Risk
3048,1,skilled,1,none,yes,No Risk
3049,1,skilled,1,none,yes,No Risk
3050,1,skilled,1,none,yes,No Risk
3051,1,management_self-employed,1,yes,yes,No Risk
3052,1,unskilled,1,none,yes,No Risk
3053,1,skilled,1,none,yes,No Risk
3054,3,skilled,2,yes,yes,Risk
3055,1,skilled,1,none,yes,No Risk
3056,1,skilled,1,none,yes,No Risk
3057,2,unemployed,1,yes,yes,No Risk
3058,2,skilled,1,yes,yes,Risk
3059,1,skilled,1,none,yes,No Risk
3060,2,skilled,1,yes,yes,Risk
3061,1,unskilled,1,none,yes,No Risk
3062,2,skilled,1,yes,yes,Risk
3063,1,skilled,1,none,yes,No Risk
3064,1,skilled,1,yes,yes,No Risk
3065,2,unskilled,1,none,yes,Risk
3066,2,skilled,1,yes,yes,No Risk
3067,1,skilled,1,yes,yes,No Risk
3068,2,unskilled,2,yes,yes,Risk
3069,2,skilled,1,yes,yes,Risk
3070,3,unskilled,2,yes,yes,Risk
3071,2,unskilled,1,none,yes,Risk
3072,2,unskilled,1,none,yes,No Risk
3073,1,management_self-employed,1,yes,yes,No Risk
3074,1,unskilled,1,yes,yes,No Risk
3075,1,unskilled,1,none,yes,No Risk
3076,1,unskilled,1,none,yes,No Risk
3077,1,skilled,1,none,yes,No Risk
3078,2,unemployed,1,yes,yes,No Risk
3079,2,skilled,2,yes,yes,Risk
3080,2,unemployed,1,yes,yes,No Risk
3081,1,unskilled,1,yes,yes,No Risk
3082,3,skilled,2,yes,yes,Risk
3083,2,unskilled,1,yes,yes,No Risk
3084,2,skilled,1,none,yes,No Risk
3085,1,skilled,2,none,yes,Risk
3086,2,management_self-employed,1,none,yes,No Risk
3087,1,unemployed,1,none,yes,No Risk
3088,2,skilled,1,yes,yes,Risk
3089,1,skilled,1,none,yes,No Risk
3090,1,skilled,2,yes,yes,No Risk
3091,1,unskilled,1,none,yes,No Risk
3092,2,skilled,2,yes,yes,Risk
3093,2,skilled,1,none,yes,No Risk
3094,1,skilled,1,none,yes,No Risk
3095,3,skilled,2,yes,yes,Risk
3096,1,skilled,1,none,yes,No Risk
3097,1,skilled,1,none,yes,No Risk
3098,2,management_self-employed,1,yes,no,Risk
3099,1,skilled,1,none,yes,No Risk
3100,1,skilled,1,yes,yes,Risk
3101,1,skilled,1,none,yes,Risk
3102,2,skilled,2,yes,yes,Risk
3103,2,unskilled,2,yes,yes,Risk
3104,1,unskilled,1,yes,no,No Risk
3105,1,skilled,1,none,yes,No Risk
3106,1,unemployed,1,yes,yes,No Risk
3107,1,unemployed,1,none,yes,No Risk
3108,2,skilled,1,yes,yes,No Risk
3109,2,unskilled,2,none,yes,Risk
3110,1,skilled,1,yes,yes,No Risk
3111,2,skilled,1,none,yes,Risk
3112,2,skilled,1,none,yes,No Risk
3113,1,skilled,1,none,no,No Risk
3114,1,unemployed,1,yes,yes,No Risk
3115,2,management_self-employed,1,none,yes,Risk
3116,1,skilled,1,none,yes,No Risk
3117,2,skilled,1,yes,yes,No Risk
3118,1,skilled,1,none,yes,No Risk
3119,1,skilled,1,none,yes,No Risk
3120,2,unskilled,1,yes,yes,No Risk
3121,1,skilled,1,none,yes,No Risk
3122,1,unskilled,1,none,yes,No Risk
3123,1,unskilled,1,none,yes,No Risk
3124,2,skilled,1,none,yes,No Risk
3125,1,skilled,1,none,yes,No Risk
3126,1,skilled,1,none,yes,No Risk
3127,1,skilled,1,none,yes,No Risk
3128,2,skilled,2,yes,yes,Risk
3129,1,skilled,1,yes,yes,Risk
3130,2,management_self-employed,1,yes,yes,Risk
3131,2,skilled,1,yes,yes,Risk
3132,2,skilled,2,yes,yes,Risk
3133,1,skilled,1,none,yes,No Risk
3134,1,skilled,1,none,yes,No Risk
3135,2,skilled,1,yes,yes,No Risk
3136,2,skilled,1,none,yes,No Risk
3137,1,skilled,1,none,yes,No Risk
3138,1,skilled,1,none,yes,No Risk
3139,2,unskilled,2,yes,yes,Risk
3140,2,skilled,1,none,yes,Risk
3141,1,skilled,1,none,yes,No Risk
3142,1,unemployed,1,yes,yes,No Risk
3143,1,unemployed,1,none,yes,No Risk
3144,2,skilled,1,none,yes,No Risk
3145,1,skilled,1,yes,yes,No Risk
3146,2,skilled,2,yes,yes,Risk
3147,1,unskilled,1,none,yes,No Risk
3148,1,skilled,1,none,no,No Risk
3149,2,management_self-employed,1,yes,yes,No Risk
3150,1,skilled,1,yes,yes,No Risk
3151,3,skilled,2,yes,yes,Risk
3152,1,skilled,1,none,yes,Risk
3153,2,skilled,1,none,yes,Risk
3154,2,management_self-employed,2,yes,yes,Risk
3155,2,skilled,1,yes,yes,No Risk
3156,3,skilled,2,yes,yes,Risk
3157,2,skilled,1,none,yes,No Risk
3158,2,unskilled,1,none,yes,No Risk
3159,1,unskilled,1,none,yes,No Risk
3160,1,skilled,1,none,yes,Risk
3161,1,unskilled,1,yes,yes,Risk
3162,2,skilled,1,yes,yes,No Risk
3163,2,skilled,2,yes,yes,Risk
3164,2,skilled,1,yes,yes,No Risk
3165,1,skilled,1,none,yes,No Risk
3166,2,unskilled,1,none,yes,No Risk
3167,1,management_self-employed,1,yes,yes,No Risk
3168,2,unskilled,1,yes,yes,No Risk
3169,1,management_self-employed,1,none,yes,No Risk
3170,2,skilled,1,yes,yes,Risk
3171,1,skilled,1,yes,yes,No Risk
3172,2,skilled,2,yes,yes,Risk
3173,2,unemployed,2,yes,yes,No Risk
3174,2,skilled,1,none,yes,Risk
3175,1,skilled,1,none,yes,No Risk
3176,1,skilled,1,none,yes,No Risk
3177,2,skilled,2,yes,yes,No Risk
3178,2,skilled,1,yes,yes,Risk
3179,1,unskilled,1,none,yes,No Risk
3180,2,skilled,2,yes,yes,Risk
3181,1,skilled,1,none,yes,No Risk
3182,2,management_self-employed,2,yes,yes,Risk
3183,2,skilled,1,yes,yes,No Risk
3184,2,skilled,1,yes,yes,Risk
3185,1,skilled,1,none,yes,No Risk
3186,2,management_self-employed,1,yes,yes,Risk
3187,1,skilled,1,yes,yes,No Risk
3188,1,skilled,1,none,yes,No Risk
3189,1,unskilled,1,none,yes,No Risk
3190,2,skilled,1,yes,yes,Risk
3191,1,unskilled,1,none,yes,No Risk
3192,3,skilled,2,yes,yes,Risk
3193,1,unemployed,1,yes,yes,No Risk
3194,3,skilled,1,yes,yes,Risk
3195,2,skilled,1,none,yes,Risk
3196,1,management_self-employed,1,yes,yes,No Risk
3197,1,skilled,1,none,yes,No Risk
3198,1,unskilled,1,none,yes,No Risk
3199,1,skilled,2,none,yes,No Risk
3200,2,skilled,1,yes,yes,No Risk
3201,2,skilled,2,yes,yes,No Risk
3202,1,skilled,1,yes,yes,Risk
3203,2,management_self-employed,1,yes,yes,Risk
3204,1,skilled,1,none,yes,Risk
3205,2,skilled,2,yes,yes,Risk
3206,1,skilled,1,yes,yes,No Risk
3207,2,skilled,1,yes,yes,Risk
3208,2,skilled,2,yes,yes,Risk
3209,1,skilled,1,none,yes,Risk
3210,1,skilled,1,none,yes,No Risk
3211,1,management_self-employed,1,none,yes,No Risk
3212,2,unskilled,2,yes,yes,No Risk
3213,2,management_self-employed,1,yes,yes,Risk
3214,1,unskilled,1,none,yes,No Risk
3215,1,skilled,1,none,yes,No Risk
3216,1,skilled,1,none,yes,No Risk
3217,2,skilled,1,yes,no,No Risk
3218,2,skilled,1,yes,yes,No Risk
3219,1,skilled,2,yes,yes,No Risk
3220,2,unemployed,2,yes,yes,Risk
3221,1,skilled,1,none,no,No Risk
3222,1,skilled,1,none,yes,No Risk
3223,2,management_self-employed,2,yes,yes,No Risk
3224,1,management_self-employed,1,none,yes,Risk
3225,1,skilled,1,yes,yes,Risk
3226,1,skilled,2,yes,yes,Risk
3227,1,skilled,1,yes,yes,Risk
3228,1,skilled,1,yes,yes,No Risk
3229,1,skilled,1,none,yes,No Risk
3230,1,skilled,1,none,yes,No Risk
3231,2,skilled,1,yes,yes,No Risk
3232,2,skilled,1,yes,yes,Risk
3233,1,skilled,1,none,yes,No Risk
3234,2,skilled,2,yes,no,Risk
3235,2,skilled,1,yes,yes,Risk
3236,2,skilled,1,none,yes,Risk
3237,1,management_self-employed,1,none,yes,No Risk
3238,1,skilled,1,none,yes,No Risk
3239,1,skilled,1,none,yes,No Risk
3240,2,skilled,1,yes,yes,No Risk
3241,1,skilled,1,none,yes,No Risk
3242,1,management_self-employed,1,none,yes,No Risk
3243,1,skilled,1,none,yes,Risk
3244,2,skilled,1,yes,yes,Risk
3245,1,skilled,1,yes,yes,No Risk
3246,2,skilled,1,yes,yes,No Risk
3247,1,unskilled,1,yes,yes,No Risk
3248,2,management_self-employed,1,yes,no,No Risk
3249,1,management_self-employed,1,none,yes,No Risk
3250,3,management_self-employed,2,yes,yes,Risk
3251,2,unskilled,1,yes,yes,Risk
3252,2,management_self-employed,1,yes,yes,Risk
3253,2,skilled,1,yes,no,Risk
3254,2,skilled,1,yes,yes,Risk
3255,2,skilled,1,none,yes,Risk
3256,2,skilled,1,none,yes,Risk
3257,1,skilled,1,none,yes,No Risk
3258,1,skilled,1,yes,yes,Risk
3259,1,skilled,1,none,yes,No Risk
3260,1,skilled,1,yes,yes,No Risk
3261,1,skilled,1,none,yes,No Risk
3262,1,unemployed,2,none,yes,No Risk
3263,1,skilled,1,none,yes,No Risk
3264,1,unemployed,1,none,yes,No Risk
3265,2,unemployed,1,none,yes,Risk
3266,2,skilled,2,yes,yes,No Risk
3267,1,unskilled,1,none,yes,No Risk
3268,1,skilled,1,yes,yes,No Risk
3269,2,skilled,2,none,yes,Risk
3270,1,skilled,1,none,yes,No Risk
3271,1,skilled,1,none,yes,No Risk
